film_id,year,length,budget,votes,genre,rating
4333,2001,103,14.1,723,Drama,4.4
4334,1989,92,8.1,38,Action,3.1
4335,1948,106,9.5,23,Drama,4.4
4336,1956,86,9.7,7,Drama,4.4
4337,2004,85,16.1,196,Action,7.8
4338,1967,102,12.8,57,Drama,3.7
4339,1998,88,12,22,Drama,3.7
4340,1981,105,16.2,48,Drama,2.5
4341,2000,75,9.5,12,Drama,4.2
4342,1949,108,12.8,407,Drama,5
4343,1963,6,10.2,27,Animation,7.1
4344,1997,,12.5,29,Comedy,8.3
4345,1987,,15.8,22,Action,7.7
4346,1984,95,13.6,10,Drama,4
4347,2000,88,9.6,13,Action,4.6
4348,1999,85,10.8,28,Animation,4.2
4349,2004,92,7.5,62,Comedy,4
4350,1943,54,11.6,37,Action,5.3
4351,1938,70,11.5,17,Action,6.1
4352,1935,61,9.2,22,Action,4.3
4353,1998,3,15.5,12,Short,8.4
4354,1994,93,6.3,215,Drama,4.4
4355,1974,84,8.9,24,Action,5.6
4356,1991,103,10.4,28,Drama,4.6
4357,2001,20,6.7,17,Short,8
4358,2003,100,13.8,33,Comedy,3.8
4359,1994,98,13.1,7,Drama,3.2
4360,1969,105,12.8,24,Drama,5.7
4361,1965,95,14.2,9,Action,2.7
4362,1993,93,18.3,9,Comedy,7.4
4363,1962,144,12,507,Drama,3.2
4364,2001,104,12.5,19,Action,4.2
4365,1999,110,12.3,28,Drama,3.6
4366,1992,96,13.9,2987,Documentary,7.6
4367,1998,54,10.1,47,Action,2.2
4368,1966,97,11.8,6,Action,5.1
4369,1982,92,13.7,22,Comedy,3.9
4370,1976,91,6.9,13,Documentary,5.1
4371,2001,94,12.5,733,Drama,4
4372,1996,109,16.5,5221,Action,4.1
4373,1997,143,8.9,125,Action,4
4374,1998,85,11.3,13,Comedy,8.6
4375,1977,87,17.1,56,Comedy,7.4
4376,1987,80,12.4,6,Action,4.4
4377,1968,98,14.3,4653,Action,3.3
4378,1985,70,15,185,Action,8.4
4379,1989,79,8.7,82,Action,2
4380,1958,105,7.9,226,Drama,4.5
4381,1933,83,16.7,57,Drama,4.7
4382,1960,84,15.4,18,Action,5.3
4383,1987,87,16.8,341,Action,7.6
4384,1985,94,11.7,449,Drama,3.6
4385,1982,90,12.7,293,Action,4.9
4386,1935,91,8.6,168,Drama,4.1
4387,1944,87,9.2,18,Action,5.7
4388,1956,7,16.3,61,Animation,8
4389,1951,99,6.6,9,Action,2.9
4390,1956,7,17.5,27,Animation,7.7
4391,2000,86,14.8,8,Comedy,8.6
4392,1927,79,15.3,26,Drama,3.8
4393,1952,61,10.3,12,Action,4
4394,1933,21,12.8,106,Comedy,8.6
4395,2004,96,13.5,6,Action,3.6
4396,2002,102,14.8,4943,Comedy,8.1
4397,2004,106,11.7,1580,Comedy,7.9
4398,2002,7,10.8,9,Short,8.1
4399,1998,,9.1,16,Action,4.7
4400,1972,141,9.7,13,Comedy,3.1
4401,1996,105,20.6,64,Comedy,8
4402,1988,13,14.3,20,Short,8.5
4403,1964,,9.5,199,Action,7.8
4404,1970,20,11.7,10,Documentary,8.2
4405,1994,101,8.7,1570,Comedy,4.3
4406,1926,90,16.2,11,Drama,4.9
4407,1964,9,13.8,25,Short,7.7
4408,2004,86,15.5,191,Drama,2.7
4409,1989,92,13.3,8,Action,3.7
4410,1993,86,11.7,59,Comedy,7.8
4411,2000,11,10.5,7,Comedy,7.7
4412,1928,61,6.2,15,Comedy,3.6
4413,1977,90,17.9,17,Action,8.9
4414,2000,76,16.3,220,Comedy,8.1
4415,1998,99,9.3,167,Drama,3.1
4416,1960,74,11.9,10,Documentary,7.5
4417,1954,128,10.6,1066,Drama,5
4418,1971,96,11.3,225,Comedy,7.8
4419,1951,83,16.8,10,Action,7.8
4420,1967,104,13.1,1960,Comedy,4
4421,1999,89,12.9,171,Documentary,7.3
4422,1999,1,10.4,7,Animation,5
4423,1987,97,13.3,2073,Comedy,3.3
4424,2005,118,16.4,208,Comedy,3.9
4425,1931,20,11.6,12,Comedy,8.4
4426,1951,9,8.1,18,Comedy,7.3
4427,1958,124,13.2,6,Action,3.4
4428,1966,110,14.9,23,Comedy,8.2
4429,1979,148,12.3,13,Drama,3.8
4430,1999,150,13.1,10,Drama,3.3
4431,2002,100,8.6,198,Comedy,3.6
4432,1949,109,12,285,Comedy,7.4
4433,1992,75,9.8,18,Action,5
4434,1993,,16.9,7,Comedy,7.8
4435,1929,7,12.5,22,Animation,7.6
4436,1997,79,17.3,37,Comedy,7.6
4437,1994,124,11.3,18,Drama,5.8
4438,1930,8,6.6,13,Animation,3
4439,1941,90,13.4,15,Comedy,4.5
4440,1957,87,9.5,181,Comedy,2.9
4441,1986,90,11.1,49,Drama,2.6
4442,1944,6,18,6,Animation,8.4
4443,1942,7,16.6,8,Animation,8
4444,1913,13,16,29,Comedy,7
4445,1998,76,12.1,249,Action,2.3
4446,1953,7,12.8,8,Animation,8.1
4447,1963,95,14.8,51,Drama,4.5
4448,1929,7,14.4,15,Animation,7.6
4449,1931,8,14.8,12,Animation,8
4450,1930,6,13.6,23,Animation,8.1
4451,1932,7,10.6,10,Animation,8.4
4452,1976,110,11.7,129,Drama,5.4
4453,1950,,13.2,90,Drama,3.2
4454,1938,75,13.5,19,Comedy,3.8
4455,2002,95,10,42,Drama,3.5
4456,1960,,12.4,89,Comedy,8
4457,1933,65,11.2,7,Drama,3.8
4458,1895,1,7.1,48,Documentary,7.8
4459,1970,115,9.3,94,Action,5
4460,2001,80,16.1,11,Documentary,7.8
4461,1978,98,6.9,66,Action,4.6
4462,1997,94,9.5,127,Drama,3.9
4463,1985,107,12,8,Drama,3.9
4464,1962,78,7.7,24,Drama,3.1
4465,1990,72,12.5,5,Drama,2.7
4466,1982,113,6.7,39,Comedy,5.5
4467,1934,110,9.6,174,Drama,5
4468,1957,105,9.7,71,Drama,2.4
4469,1939,71,9.5,16,Action,4.4
4470,1950,77,11.9,15,Action,4.1
4471,1978,110,10.6,5,Action,3.4
4472,2002,26,13.1,27,Short,8.9
4473,1998,96,13.2,6,Action,3.9
4474,1998,100,10.5,365,Action,3.1
4475,1987,87,10.5,18,Comedy,8.5
4476,1989,115,12.4,19,Action,3.1
4477,1975,184,8,12285,Drama,3
4478,1974,,14.6,48,Comedy,8.5
4479,1937,11,17.2,10,Short,7.8
4480,1949,163,12.5,31,Drama,5.1
4481,1993,74,8.3,30,Action,2.3
4482,1997,88,11,21,Drama,3.8
4483,1964,6,12.7,10,Animation,7.8
4484,1970,78,5.6,33,Drama,2
4485,2001,83,8.9,434,Comedy,4.2
4486,1991,116,12.3,10223,Drama,6.3
4487,1977,106,12.1,61,Comedy,3.4
4488,1995,110,10.2,19,Romance,3.5
4489,1985,95,10.4,8,Action,3.6
4490,2004,,12.7,14,Comedy,8.4
4491,1971,120,13.7,35,Drama,3.7
4492,1936,90,14.5,183,Drama,4.1
4493,1946,7,16.6,160,Animation,7.6
4494,1996,82,16.3,9,Documentary,8.1
4495,1999,102,12.8,23,Comedy,8.5
4496,1977,148,13,6,Drama,4
4497,1942,78,13.8,7,Comedy,7.4
4498,1945,,16.6,28,Animation,7.5
4499,1962,82,11.4,5,Action,2.9
4500,1974,,9.9,9,Action,3.4
4501,1991,,15,5,Action,3.5
4502,1989,121,13.5,110,Drama,5.3
4503,2003,98,8,8370,Drama,3.4
4504,1992,128,11.9,19520,Action,4.3
4505,1971,80,7.2,19,Documentary,3.2
4506,1985,88,12.4,68,Comedy,8.3
4507,1998,113,11.5,367,Drama,3.9
4508,1963,85,11.8,17,Drama,2.9
4509,2003,13,10.1,15,Drama,7.4
4510,1956,40,12.8,6,Short,8.3
4511,1982,86,14.1,1028,Comedy,8.2
4512,1990,90,12.2,310,Comedy,7.3
4513,1992,90,11,214,Comedy,7.6
4514,1999,105,9,200,Drama,2.5
4515,1995,102,13.7,6280,Drama,3
4516,1951,65,9.1,12,Drama,2.7
4517,1956,15,17.2,8,Short,8.1
4518,1996,108,16.4,3126,Drama,4.6
4519,1901,1,8.8,5,Documentary,8.2
4520,1977,32,11.5,14,Short,7.5
4521,1992,5,11,11,Animation,5.7
4522,1997,125,11.2,43,Comedy,7.3
4523,1977,90,9.3,8,Comedy,2.8
4524,1970,103,11.1,8,Comedy,8.6
4525,1996,97,9,805,Drama,5.1
4526,1968,102,13.1,10,Action,3.2
4527,1999,98,15.7,47,Drama,4.8
4528,2003,99,13.8,14,Drama,4.9
4529,1979,105,11.2,16,Action,4.1
4530,1984,91,9.7,12,Action,4.3
4531,1985,85,12.2,6,Action,4.4
4532,2002,97,13.3,14,Comedy,8.1
4533,1974,95,9.2,328,Action,4.4
4534,2001,28,13,174,Comedy,8.1
4535,1930,83,9.9,100,Comedy,4
4536,2001,107,11.3,23,Action,3.6
4537,1988,105,15.8,1384,Drama,4.4
4538,1926,86,12.6,64,Comedy,8.6
4539,1959,80,8.9,262,Action,3.7
4540,1998,109,10.2,20,Comedy,4.7
4541,1943,113,13.6,339,Action,3.9
4542,1990,95,8.9,5,Romance,3.6
4543,1968,111,12.3,211,Action,4.2
4544,1896,1,8.8,73,Documentary,8.5
4545,1946,85,11.6,50,Drama,4.6
4546,1933,90,7.7,5,Action,4.2
4547,1947,130,13.8,6,Action,4.1
4548,1934,,15.2,10,Drama,4.6
4549,1979,100,13.7,30,Documentary,7.6
4550,1990,139,7.9,12,Action,4.1
4551,1997,113,16.5,5,Drama,4.2
4552,2002,300,10.6,13,Drama,3.1
4553,1982,98,11.6,16,Drama,4.4
4554,1971,90,14.4,138,Action,2.8
4555,1946,7,11,17,Animation,7.8
4556,1944,101,13.9,143,Comedy,8.3
4557,1989,126,10.8,35927,Action,3.7
4558,1997,125,16,28457,Action,7.5
4559,1995,122,14.5,24025,Action,3.7
4560,1992,126,10.7,23010,Action,5.4
4561,1949,263,12.9,119,Action,2.2
4562,1943,260,13.6,84,Action,5.1
4563,2003,8,9.7,805,Action,8.4
4564,1993,76,11.5,2419,Action,2.5
4565,1959,7,8,100,Animation,7.5
4566,2000,122,13.7,12138,Action,4.5
4567,2003,155,9,2117,Action,4.2
4568,1942,7,9.7,7,Animation,8.9
4569,1960,6,12,6,Animation,8
4570,1999,8,10,11,Animation,3.9
4571,1969,100,8.9,46,Drama,5.1
4572,1966,97,7.8,7,Comedy,3.5
4573,1969,87,10.9,7,Action,5
4574,1969,,9.2,25,Action,2.6
4575,1965,117,11.7,2023,Drama,5.5
4576,1969,96,10.5,70,Action,3.6
4577,1959,92,13.4,42,Drama,3.7
4578,1977,,16.8,51,Action,7.8
4579,1983,121,12.5,127,Drama,2.6
4580,1958,102,10.3,8,Action,3.1
4581,2000,97,7.9,1014,Comedy,4.6
4582,1940,97,7.4,14,Action,3.7
4583,1985,9,20.7,18,Animation,7.8
4584,1967,91,13.6,132,Action,4.9
4585,1980,104,6.9,1059,Action,4.2
4586,1953,90,12.4,158,Drama,4.9
4587,1955,142,11.1,297,Drama,4.6
4588,1990,96,16.7,8,Comedy,8.3
4589,1956,108,8.9,127,Drama,2.8
4590,1944,10,15.8,5,Documentary,8.1
4591,1956,81,10.5,23,Drama,4.9
4592,1955,82,10.1,16,Drama,4.7
4593,1977,,18.2,11,Action,7.7
4594,1952,85,13.8,40,Action,3.7
4595,1961,83,9.3,56,Drama,2.9
4596,1913,29,6.2,59,Action,8.4
4597,1973,96,10.5,2335,Action,4.6
4598,1969,151,3.4,1728,Action,3
4599,1943,54,10.1,81,Documentary,8.3
4600,1944,65,13.6,60,Documentary,7.8
4601,1955,30,8.9,47,Documentary,7.9
4602,1971,82,4.3,36,Comedy,3.6
4603,1942,18,14.8,127,Documentary,8.1
4604,1954,71,11.2,22,Action,4.3
4605,1943,83,13.3,75,Documentary,7.9
4606,2003,90,12.3,854,Comedy,5.8
4607,1965,212,13.2,1423,Action,4
4608,1965,52,15.7,13,Documentary,7.9
4609,1959,86,7.5,36,Action,5.1
4610,1956,106,11.7,380,Action,5.1
4611,1997,5,16.9,42,Comedy,7.6
4612,1928,91,12.5,35,Comedy,8
4613,1959,84,12.9,184,Comedy,8.3
4614,1965,111,11.3,37,Drama,4.8
4615,1911,19,9.5,26,Action,7.5
4616,1934,83,6.4,6,Romance,3.1
4617,2004,82,8.5,6,Documentary,3.4
4618,2001,95,8.4,116,Action,5.2
4619,2000,119,14.4,14970,Action,8.3
4620,1949,118,14.9,849,Action,2.3
4621,1952,72,12.6,24,Action,3.5
4622,1926,71,13.7,230,Comedy,7.7
4623,1931,217,11.6,5,Action,5.1
4624,1944,7,16.2,30,Animation,8.8
4625,1989,201,10,9,Action,2.3
4626,1998,84,12.7,5,Documentary,8.5
4627,1997,110,13.3,203,Drama,4
4628,2000,125,13,36,Drama,3.7
4629,1972,130,12.1,47,Comedy,3.1
4630,1976,94,8.8,47,Action,4.7
4631,1989,82,8.1,281,Drama,3.5
4632,1973,100,13.7,53,Drama,4.7
4633,2005,91,12.1,19,Comedy,4.3
4634,1984,107,4.1,163,Drama,3.8
4635,2002,95,11.1,56,Drama,4.6
4636,1984,108,20.6,17,Drama,8.6
4637,1992,82,9.1,7,Action,2.8
4638,2000,93,10.7,20,Drama,4.1
4639,2004,92,9.6,9,Documentary,8.3
4640,1973,110,8.2,11,Drama,4
4641,1985,114,12.8,20,Action,4.5
4642,1985,99,10.6,8,Action,4
4643,1957,83,12.7,16,Drama,5.2
4644,1959,,9.9,29,Drama,3.4
4645,1931,28,12.3,116,Comedy,8.5
4646,2005,118,10.1,4560,Comedy,2.7
4647,1970,50,12,7,Documentary,8.7
4648,2004,20,14.5,8,Comedy,8.1
4649,2003,52,11.7,19,Documentary,8.3
4650,2004,99,11,17,Documentary,8.3
4651,1936,7,10.6,29,Animation,8.1
4652,1935,6,14.7,22,Animation,8.1
4653,1996,25,15.5,6,Short,8.7
4654,1965,82,11.4,6,Drama,4
4655,1921,13,8,32,Comedy,7.4
4656,1998,12,11.1,25,Short,8.2
4657,1930,65,11.7,15,Comedy,7.8
4658,2001,102,12.1,50,Action,2.6
4659,1993,75,14.9,234,Comedy,7.8
4660,1965,83,10,39,Comedy,8
4661,1988,77,8.6,28,Comedy,4.1
4662,1975,97,9.9,5,Action,4.1
4663,1965,98,7.9,343,Comedy,3.2
4664,1985,103,12.6,63,Documentary,8.2
4665,1976,90,13.1,24,Comedy,7.8
4666,1987,90,12.5,33,Comedy,7.8
4667,1965,70,11.5,87,Action,5.4
4668,1982,91,8.2,148,Comedy,3.2
4669,1979,76,13.6,8,Comedy,7.3
4670,1995,101,16.6,25,Comedy,8.2
4671,1963,101,7.8,226,Comedy,4.6
4672,1931,8,10.7,16,Animation,7.2
4673,1950,6,11.4,7,Animation,7.8
4674,1939,8,12,39,Animation,8.2
4675,1967,105,13.5,144,Drama,4.1
4676,1995,8,13,17,Short,7.4
4677,2000,119,8.3,15020,Drama,3.8
4678,1954,82,13.4,45,Comedy,3.4
4679,2002,14,13.7,6,Short,8.5
4680,1988,123,10.9,3876,Comedy,5.1
4681,1954,90,9.5,79,Drama,4.3
4682,1977,6,13.6,22,Animation,8
4683,1997,90,10.7,9018,Comedy,8.4
4684,2001,12,9.6,36,Short,8
4685,1994,99,14.9,116,Drama,2.4
4686,1955,7,15.1,116,Animation,7.7
4687,1953,33,13,17,Documentary,8.3
4688,1968,6,14.3,9,Animation,8.9
4689,1938,11,12.8,13,Comedy,8.2
4690,1949,7,12.6,29,Animation,8.4
4691,2004,100,9.6,10,Drama,2
4692,1979,118,11.4,238,Action,2.7
4693,1944,7,9,6,Animation,7.5
4694,1930,20,7.4,38,Comedy,8
4695,1939,9,14.3,8,Animation,8.2
4696,1967,10,11,43,Animation,8.5
4697,1973,30,12.7,10,Animation,7.8
4698,1948,7,13.6,5,Animation,8.4
4699,1942,8,6.2,7,Animation,8.3
4700,1948,7,8.6,6,Animation,8.2
4701,1951,7,10.1,49,Animation,8.8
4702,2000,96,12.5,24,Action,7
4703,2002,101,14.7,108,Drama,4.2
4704,2003,20,4,7,Comedy,7.6
4705,1940,9,13.1,16,Animation,7.9
4706,1984,110,13.3,135,Comedy,3.2
4707,1999,26,14.4,34,Animation,7.5
4708,1955,8,15.4,28,Animation,8.3
4709,1932,6,13.4,8,Animation,7.5
4710,1974,89,13.7,45,Drama,3.4
4711,1989,95,12.6,27,Action,4.7
4712,1953,80,9.6,577,Action,4.3
4713,1974,93,14,245,Action,7.7
4714,1965,60,13.9,62,Action,4.8
4715,1982,98,10.6,321,Action,3.9
4716,1959,75,9.2,124,Action,3.9
4717,1971,88,9.4,72,Action,4
4718,1971,90,11.3,45,Action,5.6
4719,1958,72,13.3,5,Drama,4.7
4720,1956,81,9.8,86,Action,4.9
4721,1988,111,8.1,1073,Drama,3.2
4722,1961,54,10.2,594,Action,4.1
4723,1932,86,18.2,112,Drama,4
4724,1971,87,14.8,29,Action,4.9
4725,1946,88,14.4,274,Action,3.2
4726,1956,75,11.8,119,Action,3.9
4727,2004,10,11.8,9,Comedy,8.4
4728,1982,5,11.3,198,Short,8.8
4729,1998,90,13.1,6,Action,4.3
4730,1991,83,15.6,15,Action,4.4
4731,1991,107,9.9,564,Action,3.8
4732,1982,90,8.7,2506,Action,2.8
4733,1999,13,9.7,14,Short,7.6
4734,2000,93,9.2,279,Drama,3.3
4735,2004,70,11.1,11,Drama,4.6
4736,1959,95,14.5,28,Drama,3
4737,1987,86,8.5,10,Action,3.4
4738,1960,83,8.7,76,Drama,3.2
4739,1984,105,16.7,417,Drama,3.4
4740,1947,67,10.9,6,Action,3.4
4741,1953,100,10.4,1034,Comedy,4.5
4742,2003,114,10.3,26,Drama,3.1
4743,1990,78,11.5,6,Action,6.3
4744,1996,2,14,8,Animation,7.9
4745,1988,98,13,46,Drama,4.1
4746,2003,85,12.8,22,Comedy,5.9
4747,2002,24,9.9,6,Drama,7.9
4748,1963,8,15.9,12,Documentary,8.3
4749,1968,7,11.9,17,Short,8.1
4750,1977,140,12.9,10,Action,4
4751,1966,48,12.9,90,Action,4.6
4752,1960,78,13.3,105,Action,6
4753,1969,84,10.3,31,Drama,4.6
4754,1930,65,9,14,Action,3.3
4755,1926,101,8.3,43,Action,4.4
4756,1939,112,12.2,741,Action,4.8
4757,1966,103,7.9,109,Action,3.8
4758,1931,37,13.6,146,Comedy,7.9
4759,1931,82,11.4,15,Action,2.6
4760,1957,105,4.9,105,Drama,3.9
4761,1958,98,9.7,176,Drama,3.5
4762,1992,92,13.5,47,Drama,4.2
4763,1982,97,7,173,Comedy,3.7
4764,1999,90,12.3,875,Drama,3.4
4765,1987,102,13.3,30,Drama,4.3
4766,1996,115,10.2,307,Romance,3.2
4767,1955,6,13.4,6,Animation,8.3
4768,1997,118,8.8,1213,Comedy,5.1
4769,2000,112,11.2,991,Comedy,5.7
4770,2002,12,15.7,13,Comedy,7.7
4771,1949,77,19.2,89,Comedy,8.2
4772,2003,118,7.4,267,Action,2.7
4773,1938,9,10.4,5,Documentary,7.4
4774,2004,137,11.7,115,Drama,4.5
4775,2000,86,13.8,706,Comedy,7.8
4776,1990,105,16.5,80,Drama,4.8
4777,1996,112,7.1,7452,Comedy,2.5
4778,1918,133,13.5,13,Documentary,8.6
4779,2000,98,12.1,524,Comedy,3.9
4780,2001,135,8.4,43291,Drama,4.4
4781,2000,75,11.1,6,Action,4.9
4782,1999,107,13.6,906,Comedy,8.4
4783,1954,89,13.2,8,Drama,5.5
4784,1998,93,10.9,16,Action,4.1
4785,1996,90,13.3,4409,Drama,4.7
4786,1998,104,15.3,17,Documentary,8.2
4787,1981,87,6.3,11,Drama,2.5
4788,2002,98,13.2,23,Drama,2.4
4789,1964,82,14.3,19,Drama,3
4790,2005,104,13.8,518,Comedy,7.5
4791,1946,77,11.3,6,Action,4.3
4792,1934,8,7.3,24,Animation,7.7
4793,1962,77,12.8,32,Action,4.6
4794,1991,90,9.1,25672,Animation,5
4795,1932,66,12.2,29,Comedy,5
4796,1933,87,14.3,36,Drama,3.7
4797,1939,68,8.7,29,Drama,2.8
4798,2004,120,10,11,Drama,3
4799,1922,70,16.5,7,Drama,2.9
4800,1995,30,7.7,13,Short,7.5
4801,1974,93,13.1,9,Action,5.4
4802,1981,114,16.2,11,Drama,4.1
4803,2001,83,16.5,73,Comedy,8.1
4804,1988,31,8.9,45,Documentary,8.2
4805,1996,81,8.1,9491,Animation,5.1
4806,1990,34,12.4,42,Drama,7.4
4807,1960,102,16.3,61,Drama,3.9
4808,1993,104,4.3,67,Action,3.7
4809,1952,103,14,47,Comedy,8
4810,1948,72,9.2,9,Drama,5.6
4811,1946,88,18.2,34,Comedy,8
4812,2001,19,13,16,Drama,8
4813,2005,106,6.9,483,Comedy,4.1
4814,1952,95,9.6,40,Drama,4.6
4815,1973,98,11.8,27,Drama,4.6
4816,2002,30,4.5,14,Action,5.6
4817,1993,100,9.2,30,Action,4.3
4818,2002,101,11,301,Action,4.7
4819,1964,148,12,1538,Drama,4.7
4820,1935,67,9.4,103,Drama,4.4
4821,1991,97,12.5,72,Drama,3
4822,1993,117,13.3,30,Action,4.5
4823,2000,23,10.8,8,Short,7.9
4824,1933,67,7.6,89,Drama,4.3
4825,1996,87,12.9,2049,Drama,4.1
4826,2002,12,10.3,12,Comedy,8.1
4827,1969,90,11.9,232,Comedy,7.9
4828,1967,,6.5,1525,Comedy,3.4
4829,2000,,14.1,11439,Comedy,7.7
4830,1946,83,11.6,10,Drama,3
4831,1993,90,9.7,29,Action,4
4832,1955,85,17,31,Action,7.7
4833,1957,7,10.9,58,Animation,8.9
4834,1965,102,8.9,670,Drama,5
4835,1991,8,12.5,482,Short,8
4836,1971,139,13.7,2614,Animation,4.3
4837,1946,79,11.7,266,Drama,4.8
4838,1955,16,10.6,28,Comedy,8.8
4839,2003,103,8.2,18,Drama,5.4
4840,1955,87,12.4,6,Comedy,3.8
4841,1984,90,7.2,67,Action,4.5
4842,1991,87,10.1,60,Action,3.7
4843,1987,112,9.6,729,Action,3.8
4844,1998,96,13.2,891,Comedy,3
4845,1934,65,11.3,9,Drama,3.9
4846,1945,72,14.3,9,Comedy,7.9
4847,1941,85,11.6,15,Comedy,7.8
4848,1964,99,14.5,185,Comedy,8
4849,1933,87,10.5,9,Action,2.1
4850,1997,13,7,16,Comedy,8.4
4851,1951,,12.6,210,Comedy,4.2
4852,1940,8,13.2,25,Animation,8.4
4853,2003,98,19.6,9,Comedy,7.8
4854,1950,6,13.2,38,Animation,8
4855,1951,7,11.1,37,Animation,7.8
4856,1949,7,12.3,32,Animation,7.9
4857,1999,77,10.4,41,Drama,4.2
4858,2004,85,19.3,61,Documentary,8.5
4859,1998,97,13.3,281,Drama,5.2
4860,1989,84,13.1,6,Action,3.3
4861,1971,90,15.5,17,Drama,3.4
4862,1961,6,3.9,42,Animation,4.2
4863,1952,7,12.4,86,Animation,8.1
4864,2002,94,19.9,39,Action,7.6
4865,1985,82,11.5,161,Comedy,7.7
4866,1946,17,8,55,Comedy,6.9
4867,1987,84,14.2,18,Comedy,8.5
4868,2004,90,13.2,11,Comedy,8.2
4869,1933,,12,35,Comedy,8
4870,1991,79,3.6,10,Animation,5.9
4871,1962,158,10,8,Action,3.8
4872,1944,72,12.9,13,Comedy,7.7
4873,1978,93,15.6,81,Action,2.8
4874,1982,90,13.6,24,Drama,3
4875,2003,10,12.1,7,Short,8.4
4876,1992,87,10.4,4039,Comedy,7.9
4877,1993,89,17.6,1995,Comedy,8
4878,1988,92,13.3,20966,Comedy,7.7
4879,1955,,16.9,27,Animation,8.1
4880,1933,60,13.8,22,Drama,3.1
4881,1940,62,10.5,62,Action,5.1
4882,2000,133,12.1,3608,Drama,4.8
4883,1984,87,13,63,Documentary,7.8
4884,1995,105,7.8,9618,Drama,4.2
4885,2004,80,6.4,8789,Drama,4.9
4886,1969,103,11.9,29,Drama,5.6
4887,2002,94,11.5,99,Drama,3.5
4888,1996,108,10.4,1444,Drama,3.3
4889,2003,15,8,10,Comedy,7.7
4890,1982,60,8.7,16,Documentary,8.1
4891,1994,113,13.2,2047,Drama,4.3
4892,1982,57,10.1,84,Action,3.8
4893,1970,196,8.7,67,Drama,4.6
4894,1937,72,17.2,15,Comedy,5.1
4895,1963,,12.2,13,Short,7.9
4896,1953,94,14.1,52,Action,4.3
4897,1934,72,8.6,12,Drama,3.3
4898,1928,100,13.2,56,Drama,4.6
4899,2001,84,10.9,13,Comedy,5.1
4900,1957,76,18.1,347,Action,8.4
4901,1947,112,13.5,62,Drama,3.3
4902,1949,8,15.1,67,Animation,8.2
4903,1991,78,11,405,Action,5.5
4904,1975,162,15.6,22,Action,3.4
4905,1971,105,11.1,1238,Drama,3.1
4906,1967,93,16.8,5,Drama,3.7
4907,1951,81,15.9,65,Comedy,7.3
4908,1993,124,15.6,16,Action,8.1
4909,1959,72,7.9,144,Action,4.2
4910,2003,80,8.2,8,Action,4.3
4911,1986,90,12.3,67,Action,2.6
4912,1996,89,9.9,149,Action,3.7
4913,2001,106,15.5,10856,Action,3.2
4914,1946,64,16.1,13,Drama,4.4
4915,1948,62,11.4,49,Drama,3.9
4916,1968,79,10.2,30,Action,2.5
4917,2002,,14.2,12,Documentary,7.7
4918,1931,82,6.7,26,Drama,3.7
4919,1929,91,9.3,40,Action,2.8
4920,1942,60,8.9,5,Comedy,4.3
4921,1972,72,9,380,Drama,3.9
4922,1986,90,8.6,21,Action,4.4
4923,1937,58,12.9,17,Drama,3
4924,1956,65,15,14,Action,2.2
4925,1930,70,10.8,8,Drama,4.3
4926,2004,90,12.2,14,Documentary,7.3
4927,1932,68,15.4,14,Action,8.3
4928,1946,68,11.4,10,Action,3
4929,1945,8,6,9,Animation,3.3
4930,2002,105,16.8,336,Drama,4.1
4931,1943,88,10.6,35,Drama,3.8
4932,1908,9,7.7,5,Drama,8.3
4933,1984,90,9.6,5,Documentary,8
4934,1916,30,9.1,195,Comedy,7.8
4935,2000,92,11.1,7,Romance,4.3
4936,1934,79,6.7,8,Drama,5.1
4937,1964,121,10.3,114,Drama,3.4
4938,1959,88,11.7,9,Comedy,8.1
4939,1994,138,19.5,17,Drama,4.1
4940,1998,90,18.1,23,Action,8.5
4941,1978,,15.8,15,Action,2.6
4942,1971,88,9.7,7,Comedy,5.2
4943,1993,,11.1,23,Drama,3.1
4944,1990,100,6.8,16,Drama,4.8
4945,1981,80,17,14,Drama,4.1
4946,1982,97,13,6,Drama,3.6
4947,1951,110,14.1,13,Drama,4.6
4948,1974,85,10.4,17,Comedy,7.8
4949,1936,,10.8,5,Comedy,7.6
4950,1957,100,14.4,7,Comedy,7.6
4951,1981,100,15.5,19,Documentary,8.8
4952,1993,122,11.7,966,Comedy,3.9
4953,1999,113,7.9,55079,Comedy,3.9
4954,2004,104,9.9,1671,Comedy,3.5
4955,2001,96,13.4,57,Comedy,7.9
4956,2003,40,15.6,53,Action,8
4957,1979,130,9.1,10521,Comedy,3.8
4958,1992,85,14.7,175,Drama,3.6
4959,1983,82,10,93,Action,4.9
4960,1998,89,11.8,35,Action,5
4961,1989,157,14.4,283,Drama,2.8
4962,1987,123,8.2,6,Documentary,5.2
4963,1967,,10.3,8,Short,8.2
4964,1996,85,8.6,14,Documentary,3.5
4965,2002,85,12.7,19,Drama,4.1
4966,1957,107,7.1,54,Comedy,4.9
4967,2004,92,8.5,8,Drama,4
4968,1939,96,10.9,12,Action,2.8
4969,1976,104,12.7,23,Comedy,7.8
4970,1998,111,8.5,127,Drama,6
4971,1952,74,15.6,161,Comedy,8.1
4972,1964,80,13.5,21,Drama,7.9
4973,1988,100,7.6,10,Comedy,3.8
4974,1999,245,10.1,46,Documentary,3.7
4975,1939,8,14.8,18,Animation,8.5
4976,1930,9,10.9,10,Short,7.9
4977,1930,9,16,11,Short,8.7
4978,1930,8,11.1,6,Documentary,8.5
